"","Survived","Pclass","Sex","Age","SibSp","Parch","Fare","Embarked","Fare_log"
"1236",NA,"3","male",29.881137667304,"1","1",14.5,"S",-2.67414864942653
"1237",NA,"3","female",16,"0","0",7.65,"S",-2.03470564783844
"1238",NA,"2","male",26,"0","0",13,"S",-2.56494935746154
"1239",NA,"3","female",38,"0","0",7.2292,"C",-1.97812837997935
"1240",NA,"2","male",24,"0","0",13.5,"S",-2.60268968544438
"1241",NA,"2","female",31,"0","0",21,"S",-3.04452243772342
"1242",NA,"1","female",45,"0","1",63.3583,"C",-4.14880591633814
"1243",NA,"2","male",25,"0","0",10.5,"S",-2.35137525716348
"1244",NA,"2","male",18,"0","0",73.5,"S",-4.29728540621879
"1245",NA,"2","male",49,"1","2",65,"S",-4.17438726989564
"1246",NA,"3","female",0.17,"1","2",20.575,"S",-3.02407674656313
"1247",NA,"1","male",50,"0","0",26,"S",-3.25809653802148
"1248",NA,"1","female",59,"2","0",51.4792,"S",-3.94117784259164
"1249",NA,"3","male",29.881137667304,"0","0",7.8792,"S",-2.06422637587336
"1250",NA,"3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"1251",NA,"3","female",30,"1","0",15.55,"S",-2.74406063862524
"1252",NA,"3","male",14.5,"8","2",69.55,"S",-4.24204591836945
"1253",NA,"2","female",24,"1","1",37.0042,"C",-3.61103141971557
"1254",NA,"2","female",31,"0","0",21,"S",-3.04452243772342
"1255",NA,"3","male",27,"0","0",8.6625,"S",-2.15900336451602
"1256",NA,"1","female",25,"1","0",55.4417,"C",-4.01533201819219
"1257",NA,"3","female",29.881137667304,"1","9",69.55,"S",-4.24204591836945
"1258",NA,"3","male",29.881137667304,"1","0",14.4583,"C",-2.67126864412075
"1259",NA,"3","female",22,"0","0",39.6875,"S",-3.68103627665291
"1260",NA,"1","female",45,"0","1",59.4,"C",-4.0842942263686
"1261",NA,"2","male",29,"0","0",13.8583,"C",-2.62888433111635
"1262",NA,"2","male",21,"1","0",11.5,"S",-2.4423470353692
"1263",NA,"1","female",31,"0","0",134.5,"C",-4.90156419904189
"1264",NA,"1","male",49,"0","0",0,"S",Inf
"1265",NA,"2","male",44,"0","0",13,"S",-2.56494935746154
"1266",NA,"1","female",54,"1","1",81.8583,"S",-4.40498970368517
"1267",NA,"1","female",45,"0","0",262.375,"C",-5.5697747781408
"1268",NA,"3","female",22,"2","0",8.6625,"S",-2.15900336451602
"1269",NA,"2","male",21,"0","0",11.5,"S",-2.4423470353692
"1270",NA,"1","male",55,"0","0",50,"S",-3.91202300542815
"1271",NA,"3","male",5,"4","2",31.3875,"S",-3.4464097244837
"1272",NA,"3","male",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"1273",NA,"3","male",26,"0","0",7.8792,"Q",-2.06422637587336
"1274",NA,"3","female",29.881137667304,"0","0",14.5,"S",-2.67414864942653
"1275",NA,"3","female",19,"1","0",16.1,"S",-2.77881927199042
"1276",NA,"2","male",29.881137667304,"0","0",12.875,"S",-2.5552874465498
"1277",NA,"2","female",24,"1","2",65,"S",-4.17438726989564
"1278",NA,"3","male",24,"0","0",7.775,"S",-2.0509134580653
"1279",NA,"2","male",57,"0","0",13,"S",-2.56494935746154
"1280",NA,"3","male",21,"0","0",7.75,"Q",-2.04769284336526
"1281",NA,"3","male",6,"3","1",21.075,"S",-3.04808750388792
"1282",NA,"1","male",23,"0","0",93.5,"S",-4.53796143629464
"1283",NA,"1","female",51,"0","1",39.4,"S",-3.67376581630389
"1284",NA,"3","male",13,"0","2",20.25,"S",-3.00815479355255
"1285",NA,"2","male",47,"0","0",10.5,"S",-2.35137525716348
"1286",NA,"3","male",29,"3","1",22.025,"S",-3.09217817182224
"1287",NA,"1","female",18,"1","0",60,"S",-4.0943445622221
"1288",NA,"3","male",24,"0","0",7.25,"Q",-1.98100146886658
"1289",NA,"1","female",48,"1","1",79.2,"C",-4.37197629882038
"1290",NA,"3","male",22,"0","0",7.775,"S",-2.0509134580653
"1291",NA,"3","male",31,"0","0",7.7333,"Q",-2.04553567965004
"1292",NA,"1","female",30,"0","0",164.8667,"S",-5.10513726860277
"1293",NA,"2","male",38,"1","0",21,"S",-3.04452243772342
"1294",NA,"1","female",22,"0","1",59.4,"C",-4.0842942263686
"1295",NA,"1","male",17,"0","0",47.1,"S",-3.85227300102237
"1296",NA,"1","male",43,"1","0",27.7208,"C",-3.32218303393412
"1297",NA,"2","male",20,"0","0",13.8625,"C",-2.62918735267649
"1298",NA,"2","male",23,"1","0",10.5,"S",-2.35137525716348
"1299",NA,"1","male",50,"1","1",211.5,"C",-5.35422499848633
"1300",NA,"3","female",29.881137667304,"0","0",7.7208,"Q",-2.04391798561079
"1301",NA,"3","female",3,"1","1",13.775,"S",-2.62285535503898
"1302",NA,"3","female",29.881137667304,"0","0",7.75,"Q",-2.04769284336526
"1303",NA,"1","female",37,"1","0",90,"Q",-4.49980967033027
"1304",NA,"3","female",28,"0","0",7.775,"S",-2.0509134580653
"1305",NA,"3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"1306",NA,"1","female",39,"0","0",108.9,"C",-4.69043002993891
"1307",NA,"3","male",38.5,"0","0",7.25,"S",-1.98100146886658
"1308",NA,"3","male",29.881137667304,"0","0",8.05,"S",-2.08567209143047
"1309",NA,"3","male",29.881137667304,"1","1",22.3583,"C",-3.10719761677404
